urls,questions
http://www.homes.com/answers/page-821/,"Is 99 Harvard Circle in your school district? We are moving in and would like to know if I can send my son there. Thanks!,Report,I have no credit history, but am moving into the area. How can i purchase a house?,Report,What are the best/worst valued spots when you buy a home? I mean, which are the differences in value when it's close to a street, a school, a lake...?,Report,i would like to know if the apartment(s) will except my dog.  lab/mix i am on social security income $718.00 per month on the third of each month.,Report,What does the estimate value mean? Does that number just mean the house? or the whole property with the house included?,Report,Which credit bureau score do lenders give more attention to? Trans Union, Experian, or Equifax?,Report,I Live at a home that just got tgged as a part of an auction, in two weeks they will hold an auction and my home is going to be in it! HELP?,Report,I am currently a student at UC Irvine, what sort of process would I have to go through in order to rent/lease a home?,Report,How do I list a home for rent on this site?,Report,Hi there,  how can I list my home? How much does it cost?  Thanks!,Report,I HAVE BEEN APPROVED FOR AN FHA LOAN. WOULD I ALSO BE ELIGIBLE FOR THE $100 DOWN INCENTIVE PROGRAM ON A HUD FORECLOSURE?,Report,I am looking for a rent to own house, where exactly would I find this on this website? Because Ive been looking and not finding what I am looking for.,Report,What is the address for listing MLS#22728,Report,i was wanting to know a little about some foreclosed homes in scott city mo........i am interested in paying cas for something,Report,Has the house sold at 50477 cr 374, Lawrence, mi?,Report,When can I view this home? I may like to purchase it in the nest few weeks. 
-7312 Blue Jacket Place, Winter Park FL, 32789-,Report,Is there a way on your web site to put in a house address and pull up the information on it?,Report,I will be visiting Roseville July 8-10, with my family and am looking for a home to rent. 3+ bedrooms, 2+ baths with a backyard.I need help searching,Report,after the bank get a bpo on a short sale home how much longer is the wait or whats the next step before I get a response for my offer,Report,The location by google maps isn't correct for my house, over 3 miles away.  You have us on South 22nd Ave and we are South 22nd Circle in Tregaron,Report"
http://www.homes.com/answers/page-7/,"If a contract has been drawn up with no follow up regarding signing contract. How do you explain this to your agent?,Report,I have inquired multiple times about a rental on Red Deer Way in Alpharetta.... Is this property still available?,Report,I want to know about the property that does not have a address or contract information,  Please call (713 703 62410or email(maryakg49@yahoo.com) ASAP.,Report,I'm looking to buy my first house but I have no idea where to start. Any help?,Report,Is the 4520Sqft home in Moreland Hills for $115,000  still available? If so can I have a number to see it? Thanks.,Report,How does lease purchase work? We've had our house up for sale for 1 1/2 years with no one interested. We've dropped the price over $35,000.  Help,Report,How can I buy a home for parent?,Report,are there companys that sell you a home and also finance you?,Report,can home owners list a rental on this site?,Report,How does lease purchase work? We've had our house up for sale for 1 1/2 years with no one interested. We've dropped the price over $35,000.  Help,Report,A question about home ownership.,Report,Can home owners list a rental on this site?,Report,Does this property allow pets?  I have two small Yorkies that are house trained.  I am only interested in rentals that allow pets.,Report,how to list house for sale on homes.com,Report,I have a signed contract from the Sellers bank for a short sale.  If the seller does not go to settlement by the date, can I still purchase the house?,Report,Well my score has raised 61 points and my eqfx-604 and transuion is 608!!! Is this good enough with an income of 53,000 to buy a home??,Report,Should you talk to a mortgage lender prior to buying a home?,Report,Do you have to have an appraisal on a house your selling before closing?,Report,I AM 60.MOVING TO ORLANDO W 26K. (WIFE & STEPSON).DO WE LOOK TO RENT OR OWN?!,Report,how do I find out about the property that does not have an address or contract informantions?,Report"
http://www.homes.com/answers/page-6/,"Can I locate open houses on this site?,Report,how do I find and agent to assist me?,Report,I am looking for something  furnished for short term ( 1-3 Months each yr

How do I  list?,Report,I am currently working with credit repair company to fix my credit how long before I can qualify for a home loan?  how much down payment will I need?,Report,how do i list my home for rent on your website?,Report,we need a furnished, pet friendly short term rental
do you have filters for pet friendly and furnished,Report,Why is it that when I change the info on my house as prompted, nothing changes. It reverts back to what was originally(wrong info) on the page?,Report,I have a 580 credit score and want to purchase a home in Columbus Ohio is possible to get a mortgage?,Report,Purchase and sell home in short term.,Report,was woundering about a property for sale in Delafield the address is 2017 genisee,Report,Can anyone out there help with financing a disabled vet and his two young daughters without dealing with the VA?,Report,How does lease purchase work? We've had our house up for sale for 1 1/2 years with no one interested. We've dropped the price over $35,000.  Help,Report,Hello, I'm  helping veterans obtain housing. Do you know of someone who I can work with who deals w/ foreclosed homes and looking to rent them?,Report,41158 Calle Bosque Indio, ,ca.  92203 is 1488 sq. ft. but you list it wrong as 1267 sq. ft.  Why is it listed wrong which also means the price is wron,Report,How could my organizations, Teez Carpet and Tile Cleaning and My Property Clean become vendors for your residential and/or commercial properties?,Report,Can anyone share your views about benefits of built in wardrobes?,Report,Is a deposit to be held in escrow until the lease is signed or can it be cashed immediately?,Report,Can anyone help a young vet with two young girls purchase our home without dealing with the VA?,Report,Hi how do I post a rental listing?,Report,Hi, as a buyer i don't have a realtor. I checked different websites for the same apt and the estimated value on each site is quite different. Why?,Report"
http://www.homes.com/answers/page-817/,"THIS HOME IS NOW FOR SALE BY OWNER AT $365,500 OPEN HOUSE SAT 7/14 & SUN 7/15 1 TO 3 PM. OWNER WILL WORK WITH BUYER'S AGENT. CALL 206 947 2402,Report,Looking to rent a home by august with 2 couples and a friend and two small dogs between shoreline and seattle. What are our odds? Please help. Thanks!,Report,How long does a broken lease on your record keep your from renting a home or apartment?,Report,103 9th Street North in Brigantine, NJ is my rental.  It is already rented.  Im not sure how it got on your website but it needs to be removed.,Report,do I have to join this website to get more information and or to purchase a home?,Report,Hi..I am really really excited about the cabin for $51,000 ; I have a house now..could sell for payoff and downpayment? please call 3176457493,Report,We help alot of folks who have a foreclosure get approved for an apartment. How long does the foreclosure affect the individual from renting? 7 years?,Report,How would you go about buying a Condo on here?,Report,CONDOS 70.000 OR LESS WITH NO HOA FEES,Report,do how long you been at a job matters when you are trying to buy a house?,Report,How does the rent to buy process work and is it done through the owner or the bank?,Report,Can I warn buyers if a seller has omitted major problems in his listing?,Report,moving to philadelphia in two weeks..need an apartment or house any..utilities included.. range $500 - $750..small family ..two ladies and a baby,Report,I am trying to claim my home to change/edit information.
Not sure why I unable to.
Please help me.,Report,What can be done to save the house at 69 S. Laclede Station Road from being auctioned?,Report,Moving to Omaha, NE within next 6 months. Need two or three bdrm. house or apartment for rent. Range from $400-750/mo.,Report,Why did i become a member and still cannot view the details of listings?,Report,The estimated price is that's the insurance and the mortgage?,Report,am interested in learning more about MLS #83740. Is it still available, others similar to this?,Report,Who do I email or contact about this property? I would like to purchase this home if it's available between July 30th and August 4th.,Report"
http://www.homes.com/answers/page-816/,"Can you trade houses?,Report,arhere any rent to own programs in the charlotte,nc area,Report,I'm in the process of looking to buy my first home. I have poor credit. is it possible to still get pre approved?,Report,how does this work o renting a house.,Report,Need help renting a house with past credit issuess.  Looking for monthly rent less than 2400 four bedrooms, rental hx, strong  work hx,Report,two years ago sold home during short sale. can I still rent?,Report,Paid judgements and other issues,good rental hx, and job current on both a car and credit card, and student loans but score 571 can I still rent?,Report,What is the % of students that achieved AYP last school year?,Report,I am interested in several houses in the Weatherford, Tx area. How do i get in contact with someone to get more information on these homes?,Report,how can I change my e-mail address,Report,I'm looking for somebody would like to buy my home in fort wayne Indiana, The first lucky person will call I'll sell $50,000.00 I need money!!!,Report,you say that there are loans for low to moderate incomes. Just how low can the income be?,Report,I see a large number of beautiful properties in my area for sale with large mobile homes (doublewides) on them.Is it possible to secure a mortgage?,Report,have a dock,Report,Why do homes.com ask you to register and then you still are unable to view the houses unless I pay something first this is fraud.,Report,Our home is a 2 bedroom house.  Why homes.com is showing only one bed.  It is now for sale and it would help if they update the site: 1902 N 80th st.,Report,what if my credit score is a 499.will i stil beable to get a loan?,Report,im a first time homebuyer, i was wondering what do i need to do in order to purchase a foreclosure home,Report,open houses -how do I add?,Report,What are the chances of a pending home to go on the market again,Report"
http://www.homes.com/answers/page-9/,"How can I delete a city I'm no longer interested in?,Report,How can I list my home for rent in Phoenix AZ?,Report,You need to adjust your town information: Green Brook, NJ although has a 08812 zip code, should NOT appear as Dunellen, NJ.,Report,I corrected the number of baths and bedrooms, but the description of our home is still incorrect. I've emailed Homes.com three times, with no response,Report,How often do update your data? Since 2008 we've had two permitted additions, increasing >1500 SqFt to 2405 Short Lane, Auburn, CA.,Report,Looking for rental property in or near Paris,Tennessee,Report,I am relocating from Connecticut to Delaware and want to rent before buying. Any agent specializing in working with rental property that allows 1 cat,Report,Need first time home buyers prgrm in the state of DE that will coach us on how to to get an FHA loan in 6 months or less and helps improve bad credit.,Report,I need a rental agent in the Wilmington, NC area.  What are the average fees for someone to list, show and collect applications?,Report,Hi, I am looking to purchase a home in Fort Worth TX, around February 2016.
I am looking, but I am trying to buy foreclosure homes.
Please help.,Report,wanting to see this house ASAP.  This is exactly what I am wanting.  Can you Please call 828-633-2589 (ask for Kathleen),Report,How do I advertise my rental home here? How much is the cost of advertising here? Thanks.,Report,Looking to find rental property, apartments, town home, or a rent to own property. Looking to relocate to fayetteville,GA  area. (whitewater H.S.),Report,I am seeking a rental home in the Parkway North School District. I am seeking a 3 or 4 BR home.,Report,Are real estate agents in the Nashville market available to help find properties available for lease?,Report,Hello I'm looking to rent a home that accept section 8 before my voucher expire in feb/2016 It will be me and my two children 15 and 13,Report,I am trying to look into some rentals in Show Low, Az on this site and am having trouble getting in contact with anyone,Report,I'm looking for a house to rent in Surprise, AZ with a pool that allows dogs under 1600 a month,Report,What is a relocation sale,Report,How long after Chapter 7 bankruptcy can I refinance my home Mortgage that I reaffirmed on?,Report"
http://www.homes.com/answers/page-8/,"How do I calculate how much home I can afford?,Report,When I click on a particular agents profile it takes me to different agents profile. Is Homes.com is a spam site?,Report,Why can't I post my preferences for a home on my profile?  Like price range, rooms, needs, size, etc.?
Also, why does it say my location is invalid?,Report,Why can't I post my preferences for a home on my profile?  Like price range, rooms, needs, size, etc.?
Also, why does it say my location is invalid?,Report,want to know how to update our listing - 415 N 4th Street, Palmerton, PA 18071.  It is incorrect  - it has 3 bedrooms, not 2 please help update. Thks,Report,what to do when home seller not ready to close the deal on closing day. my closing day is 10-27-15,Report,How can I correct the listing for my home?,Report,is this the price of the house and property or is there more u have to pay,Report,Hi me and my wife r trying tobuy r first home and we r trying  pay all of r credit off but no mater wat we pay off r credit doesent seem to get better,Report,Me and the wife have been trying to by forever now and it always seems to be somthing we r looking for a real pro to assist us in finaly landing r hom,Report,You have a property located at 193 Acres Rd, Ridgeway, VA.  I am a real estate agent.  How can I show this property?,Report,My credit is not great..I have been renting for 15 years same place in Highland Park NJ. I would like to buy a home in this town.,Report,Are there recurring monthly payments on my account?,Report,Any rental properties in Bristol , TN ?,Report,Hello,

My husband and I have been renting for years and we would like to buy a home or to a rent to own. However, my credit score is in the 500s and,Report,I would ike to post my Home for Rent.
Do Ihave to pay or its like Zillow , free ?,Report,My husband and I would like to go and see a few of these properties in High Bridge New Jersey, how do we set up viewings?,Report,Information about my property has changed....how do I change my property profile?  I've tried several times.,Report,Is a no inspection agreement between buyer and seller breakable?,Report,how do i go about getting a home built? I would be a first time home buyer im a single mom i have a full time job at Toni and Guy Salon,Report"
http://www.homes.com/answers/page-815/,"we found out we are back up bidders on a house, anyway we can over ride this and get this house? we really want it bad.,Report,how can I get the phone number of the property,Report,Hi....I need to find a house to rent or rent to own in the Perkiomenville Pa area by aug 16. Desparate for help in a unique situation. HELP ME PLSE!,Report,Can i get approve for a loan if my credit score is below 580?,Report,How are the middle and elemantry schools in Nebraska City, Nebraska and Eagle, Colorado?,Report,I have a low credit score >600 and my family member has <750 and is willing to co sign on the purchase of a home. How does that work to get a loan?,Report,we are planning a move from pittsburgh to spring, tx... i need to know how long you need to have a job in order to get prequalified for a mortgage,Report,How do you export leads into an excel sheet?,Report,Me and my boyfriend what a house, we are interested in one for 30,000 but we dont have any credit, is there any places that will approve us for that?,Report,I'm interested in buying my 1st home,I was told as a 1st time home buyer I qualify for help. Where do I go get this help? how does it work?,Report,do the estimated mortgage payments quoted include the taxes and insurance or do i have to add all of the stated numbers together(tax+ins+est mortgage),Report,Is 440 Allenbrook Ct still available? Any current offers on the table?,Report,How can I get a listing of all homes for rent in the Buffalo, mn area and
some surrounding areas,Report,I would like to know about rent to own homes. Do you have any,Report,Do you have to have credit to rent a home? In georgia,Report,i tried adding our listing to your site but it doesnt come up.  what else do i need to do?,Report,Is it hard to qualify for a $10,000.00 home if I already have $7,000.00?,Report,who do I call to see a rental property.,Report,Can you put a mobile home on a city lot in Dunedin?,Report,Hello. i am a first time home buyer, and i have poor credit. is it possible to get pre approved?,Report"
http://www.homes.com/answers/page-814/,"How do I find homes for sale by MLS,Report,Singaporean looking to purchase a foreclosure house in Orlando!,Report,I want to know how many homes and log cabins were sold in the Mcall, Donnelly, Tamarak area.,Report,I am very interested in the home in Harrisville. Would I be able to get information about it?,Report,What area near Mesa has low taxes and no home owners association dues?,Report,how do i get my house on your website to help market it for sale? the mls # is: 1784989. thank you, bill wilson 913 620-6307,Report,My husband and I are relocating to the Conroe, TX area. We are interested in renting the home at 16262 Daisy View CT. Controe, 77302.,Report,When I run a search, the site asks me to Enter a Search Term.  What does that mean?,Report,Why does homes.com not show a listing's photos which are available on other sites?,Report,What qualifies as POF?,Report,I just recently filed chapter 7 and I would like to purchase a home or if I can't I would like to rent a home.,Report,we are looking in the faser, roseville,warren areas with 3 bed 2 1/2 bath first floorlandary in a coude sac, ranch,Report,Can you tell me if 110 Stephens Way in Covington is for sale?,Report,Looking for a furnished 1 or 2 bedroom around International Drive or Disney World,Report,what happens to a seller if he breaks his purchase aggreement with a buyer and sells to another buyer?,Report,Selling price of foreclosures or cost per square ft???,Report,I am interested in foreclosure #57017224 in Odenton, MD. How do I contact someone about this?,Report,I am interested in this property I am almost 52 perm disabled chronic and maybe even terminal. So I am not going to be any trouble.  I was wondering i,Report,This Academy have latins teacher. I live In Puerto Rico and I want to know because my son is in fourth grade.thanks,Report,I am looking for a 2br single family home that is no more than 550 a month in Lowry Park Area in Tampa, FL. Im not sure how to work this site...,Report"
http://www.homes.com/answers/page-11/,"where is fair haven ave in salem,Report,I am looking for rentals in Raeford Nc.. Do ya'll happen to do discounted deposits for military?,Report,Is there any way to eliminate weekly/seasonal/furnished properties from showing up in my searches?  Thanks!,Report,Looking for mobile home for sale in Orange County California under$15K, Must allow pets.,Report,I am working in Germany and possibly getting a job in Washington DC working for DoD.  What are should I look at for houses and schools for kids?,Report,can you show me a house bug living room good size kitchen with good cabinet space 4 bedrooms 3 full bathrooms  all with a price of $600-$700 or lower?,Report,What are the reason for choosing traditional Stairs?,Report,Who do I need to contact about a listing on this website that I am interested in?,Report,HOW DO i LIST A HOME?,Report,How do I input the properties that I wish to list in Homes.Com?,Report,I have 9 houses under my own management. How do I list my vacant home for rent on you website???

Alan Chow
941 201 2228 or 1-604-323-6644,Report,how can you get a loan for unwarranted condos for sale,Report,When a person(s) co-sign for a mortgage,  are they all considered owners  If one dies do the others automatically own the place?,Report,What is the tome period between the final bank inspection and approval,Report,What is price range for 3 bedroom, one and a half bath house for rent in Shawano , wisconsin 54166,Report,Our homee at 510 Maid Marian Drive
Divide  Colorado is a three story home
and has 4 beedrooms and two baths.
Please correct this information
1850 sq f,Report,I am wondering about the VA Vendee loan?,Report,Sell a home and move to a new area 150 miles away.,Report,If a contract has been drawn up with no follow up regarding signing contract. How do you explain this to your agent?,Report,If a contract has been drawn up with no follow up regarding signing contract. How do you explain this to your agent?,Report"
http://www.homes.com/answers/page-10/,"when a house is foreclosed, how long does it take for the bankers to release it for sale?,Report,I am an employed college student renting an apartment at boardwalk in Hattiesburg. Can I get approved when my credit score is 540?,Report,Purchased home in June... Air conditioner worked but when cold weather came, no heat! Leaking floor, door shifting. What to do?!,Report,I registered for an account yet I am unable to view additional photos of the properties/homes I am viewing.,Report,Who are the home construction companies that build on these Belen lots?  I am thinking of buying land to build on and plan on. Kathleen,Report,Our above ground pool was damaged beyond repair last winter.  We tore in down but a patio and half cement block wall still stands because pool was put,Report,I have a credit deed sale on a house with land. I have been making payments since 2007. 15yr. loan.  The seller has died do I own the house.,Report,WHAT IF THE FOUNDATION IS CRACKED HOW MUCH DOES IT EFFECT THE VALUE,Report,how do I sign up so I can list my house,Report,How do I list my property for rent,Report,When is a good time to lower your price on your home?,Report,In NC In order to list a room  as a bedroom, must it have a built in closet or can it have a freestanding wardrobe armoire?,Report,Is there a way to make my listings pop up for an open house?,Report,My home needs lots of repairs: leaking roof, termites, falling down ceilings, mold, 20 yr old carpet,  old linoleum. How does that effect home value?,Report,Is a  buyer required to provide a survey of a property before purchasing even if the lender requires a survey to provide the loan?,Report,are there any owner financed homes on the site.,Report,can you show houses under $1000 that except broken leases and eviction with poor credit?,Report,Why do I get properties all over the State of Florida, usually way above my maximums?????
I have no time or desire to look at anything beyond .,Report,Is 2027 S Jackson St Boise ID currently being rented?,Report,Are there resources to help out with down payment?,Report"
http://www.homes.com/answers/page-813/,"What category is this school?,Report,Ok, my credit worthiness is terrible and a bank loan possibility is almost zero. What about a land contract? Is it possible and is it a good idea?,Report,Due to my untimely divorce, I filed bankruptcy, it was discharged on 3/3/2012. How long do I have to wait before I can purchase my first home.,Report,Is it possible to purchase another home while my present home will sold on a short sale?,Report,can we schedule a walk through.,Report,My listing MLS ID: C7031377 is about to expire. The price you show is not correct. The right price is $735,000.
Any Q's, please reply to my email.,Report,I am a company that locate rental property for prospects.  How do I contact the management of the property I see for rent to schedule a viewing?,Report,Is it possible that my fiance and I would be elgible to buy a home although credit isn't great and being full time students?,Report,what is chance of va loan going through on a 1900's built house with 10 acres, 100% finacing at  168000.00 loan?,Report,what does your credit score have to be to qualify for this home,Report,Do you have a phone? I would like to set up a showing at 1114 East Ave, Waukesha. WI,Report,would like some help?,Report,I am moving to Lee county from Colorado at the end of August 2012. I would really like to find a nice home to rent for a year. Possible lease option.,Report,Why can I NOT see exact addresses now that I am registered?,Report,Can I get a mortgage for a $160,000 home with bad credit if I put 60% down?,Report,Have a property that has no mortgage,overdue taxes.How do I get a loan (bad credit)in order to pay the tax bills and bring up to livable standards?,Report,Where can I find the current landlords phone number to 4013 Ashview cove?,Report,list a house for rent,Report,I am relocating to Maryland. I will be working in Linthicum, MD. I am looking for a real estate agent to direct me to a safe town and a bug free home.,Report,what is the school district,Report"
